Model,DPO4034
Firmware Version,2.68

Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Point Format,Y,,Point Format,Y,,Point Format,Y
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Horizontal Scale,2e-06,,Horizontal Scale,4e-06,,Horizontal Scale,4e-06
Horizontal Delay,-3.2e-07,,Horizontal Delay,0,,Horizontal Delay,0
Sample Interval,2e-09,,Sample Interval,4e-09,,Sample Interval,4e-09
Record Length,10000,,Record Length,10000,,Record Length,10000
Gating,0.0% to 100.0%,,Gating,0.0% to 100.0%,,Gating,0.0% to 100.0%
Probe Attenuation,1,,Probe Attenuation,1,,Probe Attenuation,1
Vertical Units,V,,Vertical Units,V,,Vertical Units,V
Vertical Offset,0,,Vertical Offset,0,,Vertical Offset,0
Vertical Scale,0.1,,Vertical Scale,0.1,,Vertical Scale,0.1
Vertical Position,-0.8,,Vertical Position,0,,Vertical Position,0
,,,,,,,
,,,,,,,
,,,,,,,
Label,,,Label,,,Label,
TIME,CH1,,TIME,REF2,,TIME,REF4
5.0820e-06,-0.184,,1.0804e-05,nan,,1.0804e-05,nan
5.0840e-06,-0.172,,1.0808e-05,nan,,1.0808e-05,nan
5.0860e-06,-0.184,,1.0812e-05,nan,,1.0812e-05,nan
5.0880e-06,-0.168,,1.0816e-05,nan,,1.0816e-05,nan
5.0900e-06,-0.172,,1.0820e-05,nan,,1.0820e-05,nan
5.0920e-06,-0.176,,1.0824e-05,nan,,1.0824e-05,nan
5.0940e-06,-0.176,,1.0828e-05,nan,,1.0828e-05,nan
5.0960e-06,-0.176,,1.0832e-05,nan,,1.0832e-05,nan
5.0980e-06,-0.176,,1.0836e-05,nan,,1.0836e-05,nan
5.1000e-06,-0.18,,1.0840e-05,nan,,1.0840e-05,nan
5.1020e-06,-0.176,,1.0844e-05,nan,,1.0844e-05,nan
5.1040e-06,-0.168,,1.0848e-05,nan,,1.0848e-05,nan
5.1060e-06,-0.18,,1.0852e-05,nan,,1.0852e-05,nan
5.1080e-06,-0.176,,1.0856e-05,nan,,1.0856e-05,nan
5.1100e-06,-0.172,,1.0860e-05,nan,,1.0860e-05,nan
5.1120e-06,-0.176,,1.0864e-05,nan,,1.0864e-05,nan
5.1140e-06,-0.176,,1.0868e-05,nan,,1.0868e-05,nan
5.1160e-06,-0.18,,1.0872e-05,nan,,1.0872e-05,nan
5.1180e-06,-0.18,,1.0876e-05,nan,,1.0876e-05,nan
5.1200e-06,-0.18,,1.0880e-05,nan,,1.0880e-05,nan
5.1220e-06,-0.18,,1.0884e-05,nan,,1.0884e-05,nan
5.1240e-06,-0.18,,1.0888e-05,nan,,1.0888e-05,nan
5.1260e-06,-0.176,,1.0892e-05,nan,,1.0892e-05,nan
5.1280e-06,-0.18,,1.0896e-05,nan,,1.0896e-05,nan
5.1300e-06,-0.18,,1.0900e-05,nan,,1.0900e-05,nan
5.1320e-06,-0.172,,1.0904e-05,nan,,1.0904e-05,nan
5.1340e-06,-0.18,,1.0908e-05,nan,,1.0908e-05,nan
5.1360e-06,-0.184,,1.0912e-05,nan,,1.0912e-05,nan
5.1380e-06,-0.18,,1.0916e-05,nan,,1.0916e-05,nan
5.1400e-06,-0.168,,1.0920e-05,nan,,1.0920e-05,nan
5.1420e-06,-0.176,,1.0924e-05,nan,,1.0924e-05,nan
5.1440e-06,-0.18,,1.0928e-05,nan,,1.0928e-05,nan
5.1460e-06,-0.18,,1.0932e-05,nan,,1.0932e-05,nan
5.1480e-06,-0.184,,1.0936e-05,nan,,1.0936e-05,nan
5.1500e-06,-0.176,,1.0940e-05,nan,,1.0940e-05,nan
5.1520e-06,-0.18,,1.0944e-05,nan,,1.0944e-05,nan
5.1540e-06,-0.18,,1.0948e-05,nan,,1.0948e-05,nan
5.1560e-06,-0.168,,1.0952e-05,nan,,1.0952e-05,nan
5.1580e-06,-0.176,,1.0956e-05,nan,,1.0956e-05,nan
5.1600e-06,-0.168,,1.0960e-05,nan,,1.0960e-05,nan
5.1620e-06,-0.172,,1.0964e-05,nan,,1.0964e-05,nan
5.1640e-06,-0.18,,1.0968e-05,nan,,1.0968e-05,nan
5.1660e-06,-0.176,,1.0972e-05,nan,,1.0972e-05,nan
5.1680e-06,-0.18,,1.0976e-05,nan,,1.0976e-05,nan
5.1700e-06,-0.18,,1.0980e-05,nan,,1.0980e-05,nan
5.1720e-06,-0.176,,1.0984e-05,nan,,1.0984e-05,nan
5.1740e-06,-0.172,,1.0988e-05,nan,,1.0988e-05,nan
5.1760e-06,-0.176,,1.0992e-05,nan,,1.0992e-05,nan
5.1780e-06,-0.176,,1.0996e-05,nan,,1.0996e-05,nan
5.1800e-06,-0.168,,1.1000e-05,nan,,1.1000e-05,nan
5.1820e-06,-0.18,,1.1004e-05,nan,,1.1004e-05,nan
5.1840e-06,-0.184,,1.1008e-05,nan,,1.1008e-05,nan
5.1860e-06,-0.18,,1.1012e-05,nan,,1.1012e-05,nan
5.1880e-06,-0.184,,1.1016e-05,nan,,1.1016e-05,nan
5.1900e-06,-0.18,,1.1020e-05,nan,,1.1020e-05,nan
5.1920e-06,-0.18,,1.1024e-05,nan,,1.1024e-05,nan
5.1940e-06,-0.176,,1.1028e-05,nan,,1.1028e-05,nan
5.1960e-06,-0.188,,1.1032e-05,nan,,1.1032e-05,nan
5.1980e-06,-0.18,,1.1036e-05,nan,,1.1036e-05,nan
5.2000e-06,-0.18,,1.1040e-05,nan,,1.1040e-05,nan
5.2020e-06,-0.184,,1.1044e-05,nan,,1.1044e-05,nan
5.2040e-06,-0.172,,1.1048e-05,nan,,1.1048e-05,nan
5.2060e-06,-0.18,,1.1052e-05,nan,,1.1052e-05,nan
5.2080e-06,-0.172,,1.1056e-05,nan,,1.1056e-05,nan
5.2100e-06,-0.18,,1.1060e-05,nan,,1.1060e-05,nan
5.2120e-06,-0.18,,1.1064e-05,nan,,1.1064e-05,nan
5.2140e-06,-0.18,,1.1068e-05,nan,,1.1068e-05,nan
5.2160e-06,-0.176,,1.1072e-05,nan,,1.1072e-05,nan
5.2180e-06,-0.176,,1.1076e-05,nan,,1.1076e-05,nan
5.2200e-06,-0.18,,1.1080e-05,nan,,1.1080e-05,nan
5.2220e-06,-0.18,,1.1084e-05,nan,,1.1084e-05,nan
5.2240e-06,-0.18,,1.1088e-05,nan,,1.1088e-05,nan
5.2260e-06,-0.176,,1.1092e-05,nan,,1.1092e-05,nan
5.2280e-06,-0.18,,1.1096e-05,nan,,1.1096e-05,nan
5.2300e-06,-0.18,,1.1100e-05,nan,,1.1100e-05,nan
5.2320e-06,-0.18,,1.1104e-05,nan,,1.1104e-05,nan
5.2340e-06,-0.184,,1.1108e-05,nan,,1.1108e-05,nan
5.2360e-06,-0.188,,1.1112e-05,nan,,1.1112e-05,nan
5.2380e-06,-0.172,,1.1116e-05,nan,,1.1116e-05,nan
5.2400e-06,-0.172,,1.1120e-05,nan,,1.1120e-05,nan
5.2420e-06,-0.18,,1.1124e-05,nan,,1.1124e-05,nan
5.2440e-06,-0.18,,1.1128e-05,nan,,1.1128e-05,nan
5.2460e-06,-0.172,,1.1132e-05,nan,,1.1132e-05,nan
5.2480e-06,-0.168,,1.1136e-05,nan,,1.1136e-05,nan
5.2500e-06,-0.18,,1.1140e-05,nan,,1.1140e-05,nan
5.2520e-06,-0.164,,1.1144e-05,nan,,1.1144e-05,nan
5.2540e-06,-0.168,,1.1148e-05,nan,,1.1148e-05,nan
5.2560e-06,-0.172,,1.1152e-05,nan,,1.1152e-05,nan
5.2580e-06,-0.18,,1.1156e-05,nan,,1.1156e-05,nan
5.2600e-06,-0.176,,1.1160e-05,nan,,1.1160e-05,nan
5.2620e-06,-0.176,,1.1164e-05,nan,,1.1164e-05,nan
5.2640e-06,-0.176,,1.1168e-05,nan,,1.1168e-05,nan
5.2660e-06,-0.172,,1.1172e-05,nan,,1.1172e-05,nan
5.2680e-06,-0.176,,1.1176e-05,nan,,1.1176e-05,nan
5.2700e-06,-0.172,,1.1180e-05,nan,,1.1180e-05,nan
5.2720e-06,-0.176,,1.1184e-05,nan,,1.1184e-05,nan
5.2740e-06,-0.176,,1.1188e-05,nan,,1.1188e-05,nan
5.2760e-06,-0.172,,1.1192e-05,nan,,1.1192e-05,nan
5.2780e-06,-0.172,,1.1196e-05,nan,,1.1196e-05,nan
5.2800e-06,-0.172,,1.1200e-05,nan,,1.1200e-05,nan
5.2820e-06,-0.18,,1.1204e-05,nan,,1.1204e-05,nan
5.2840e-06,-0.176,,1.1208e-05,nan,,1.1208e-05,nan
5.2860e-06,-0.176,,1.1212e-05,nan,,1.1212e-05,nan
5.2880e-06,-0.172,,1.1216e-05,nan,,1.1216e-05,nan
5.2900e-06,-0.18,,1.1220e-05,nan,,1.1220e-05,nan
5.2920e-06,-0.172,,1.1224e-05,nan,,1.1224e-05,nan
5.2940e-06,-0.172,,1.1228e-05,nan,,1.1228e-05,nan
5.2960e-06,-0.188,,1.1232e-05,nan,,1.1232e-05,nan
5.2980e-06,-0.18,,1.1236e-05,nan,,1.1236e-05,nan
5.3000e-06,-0.176,,1.1240e-05,nan,,1.1240e-05,nan
5.3020e-06,-0.184,,1.1244e-05,nan,,1.1244e-05,nan
5.3040e-06,-0.168,,1.1248e-05,nan,,1.1248e-05,nan
5.3060e-06,-0.176,,1.1252e-05,nan,,1.1252e-05,nan
5.3080e-06,-0.172,,1.1256e-05,nan,,1.1256e-05,nan
5.3100e-06,-0.172,,1.1260e-05,nan,,1.1260e-05,nan
5.3120e-06,-0.18,,1.1264e-05,nan,,1.1264e-05,nan
5.3140e-06,-0.176,,1.1268e-05,nan,,1.1268e-05,nan
5.3160e-06,-0.164,,1.1272e-05,nan,,1.1272e-05,nan
5.3180e-06,-0.18,,1.1276e-05,nan,,1.1276e-05,nan
5.3200e-06,-0.176,,1.1280e-05,nan,,1.1280e-05,nan
5.3220e-06,-0.18,,1.1284e-05,nan,,1.1284e-05,nan
5.3240e-06,-0.172,,1.1288e-05,nan,,1.1288e-05,nan
5.3260e-06,-0.172,,1.1292e-05,nan,,1.1292e-05,nan
5.3280e-06,-0.18,,1.1296e-05,nan,,1.1296e-05,nan
5.3300e-06,-0.172,,1.1300e-05,nan,,1.1300e-05,nan
5.3320e-06,-0.172,,1.1304e-05,nan,,1.1304e-05,nan
5.3340e-06,-0.176,,1.1308e-05,nan,,1.1308e-05,nan
5.3360e-06,-0.172,,1.1312e-05,nan,,1.1312e-05,nan
5.3380e-06,-0.164,,1.1316e-05,nan,,1.1316e-05,nan
5.3400e-06,-0.176,,1.1320e-05,nan,,1.1320e-05,nan
5.3420e-06,-0.18,,1.1324e-05,nan,,1.1324e-05,nan
5.3440e-06,-0.18,,1.1328e-05,nan,,1.1328e-05,nan
5.3460e-06,-0.18,,1.1332e-05,nan,,1.1332e-05,nan
5.3480e-06,-0.18,,1.1336e-05,nan,,1.1336e-05,nan
5.3500e-06,-0.184,,1.1340e-05,nan,,1.1340e-05,nan
5.3520e-06,-0.18,,1.1344e-05,nan,,1.1344e-05,nan
5.3540e-06,-0.172,,1.1348e-05,nan,,1.1348e-05,nan
5.3560e-06,-0.168,,1.1352e-05,nan,,1.1352e-05,nan
5.3580e-06,-0.176,,1.1356e-05,nan,,1.1356e-05,nan
5.3600e-06,-0.172,,1.1360e-05,nan,,1.1360e-05,nan
5.3620e-06,-0.18,,1.1364e-05,nan,,1.1364e-05,nan
5.3640e-06,-0.168,,1.1368e-05,nan,,1.1368e-05,nan
5.3660e-06,-0.176,,1.1372e-05,nan,,1.1372e-05,nan
5.3680e-06,-0.176,,1.1376e-05,nan,,1.1376e-05,nan
5.3700e-06,-0.168,,1.1380e-05,nan,,1.1380e-05,nan
5.3720e-06,-0.18,,1.1384e-05,nan,,1.1384e-05,nan
5.3740e-06,-0.184,,1.1388e-05,nan,,1.1388e-05,nan
5.3760e-06,-0.172,,1.1392e-05,nan,,1.1392e-05,nan
5.3780e-06,-0.168,,1.1396e-05,nan,,1.1396e-05,nan
5.3800e-06,-0.18,,1.1400e-05,nan,,1.1400e-05,nan
5.3820e-06,-0.172,,1.1404e-05,nan,,1.1404e-05,nan
5.3840e-06,-0.18,,1.1408e-05,nan,,1.1408e-05,nan
5.3860e-06,-0.18,,1.1412e-05,nan,,1.1412e-05,nan
5.3880e-06,-0.176,,1.1416e-05,nan,,1.1416e-05,nan
5.3900e-06,-0.172,,1.1420e-05,nan,,1.1420e-05,nan
5.3920e-06,-0.18,,1.1424e-05,nan,,1.1424e-05,nan
5.3940e-06,-0.168,,1.1428e-05,nan,,1.1428e-05,nan
5.3960e-06,-0.18,,1.1432e-05,nan,,1.1432e-05,nan
5.3980e-06,-0.18,,1.1436e-05,nan,,1.1436e-05,nan
5.4000e-06,-0.172,,1.1440e-05,nan,,1.1440e-05,nan
5.4020e-06,-0.176,,1.1444e-05,nan,,1.1444e-05,nan
5.4040e-06,-0.18,,1.1448e-05,nan,,1.1448e-05,nan
5.4060e-06,-0.18,,1.1452e-05,nan,,1.1452e-05,nan
5.4080e-06,-0.176,,1.1456e-05,nan,,1.1456e-05,nan
5.4100e-06,-0.172,,1.1460e-05,nan,,1.1460e-05,nan
5.4120e-06,-0.18,,1.1464e-05,nan,,1.1464e-05,nan
5.4140e-06,-0.168,,1.1468e-05,nan,,1.1468e-05,nan
5.4160e-06,-0.18,,1.1472e-05,nan,,1.1472e-05,nan
5.4180e-06,-0.172,,1.1476e-05,nan,,1.1476e-05,nan
5.4200e-06,-0.172,,1.1480e-05,nan,,1.1480e-05,nan
5.4220e-06,-0.176,,1.1484e-05,nan,,1.1484e-05,nan
5.4240e-06,-0.168,,1.1488e-05,nan,,1.1488e-05,nan
5.4260e-06,-0.18,,1.1492e-05,nan,,1.1492e-05,nan
5.4280e-06,-0.18,,1.1496e-05,nan,,1.1496e-05,nan
5.4300e-06,-0.18,,1.1500e-05,nan,,1.1500e-05,nan
5.4320e-06,-0.176,,1.1504e-05,nan,,1.1504e-05,nan
5.4340e-06,-0.18,,1.1508e-05,nan,,1.1508e-05,nan
5.4360e-06,-0.18,,1.1512e-05,nan,,1.1512e-05,nan
5.4380e-06,-0.18,,1.1516e-05,nan,,1.1516e-05,nan
5.4400e-06,-0.176,,1.1520e-05,nan,,1.1520e-05,nan
5.4420e-06,-0.18,,1.1524e-05,nan,,1.1524e-05,nan
5.4440e-06,-0.172,,1.1528e-05,nan,,1.1528e-05,nan
5.4460e-06,-0.18,,1.1532e-05,nan,,1.1532e-05,nan
5.4480e-06,-0.18,,1.1536e-05,nan,,1.1536e-05,nan
5.4500e-06,-0.176,,1.1540e-05,nan,,1.1540e-05,nan
5.4520e-06,-0.176,,1.1544e-05,nan,,1.1544e-05,nan
5.4540e-06,-0.168,,1.1548e-05,nan,,1.1548e-05,nan
5.4560e-06,-0.18,,1.1552e-05,nan,,1.1552e-05,nan
5.4580e-06,-0.18,,1.1556e-05,nan,,1.1556e-05,nan
5.4600e-06,-0.18,,1.1560e-05,nan,,1.1560e-05,nan
5.4620e-06,-0.172,,1.1564e-05,nan,,1.1564e-05,nan
5.4640e-06,-0.188,,1.1568e-05,nan,,1.1568e-05,nan
5.4660e-06,-0.172,,1.1572e-05,nan,,1.1572e-05,nan
5.4680e-06,-0.168,,1.1576e-05,nan,,1.1576e-05,nan
5.4700e-06,-0.168,,1.1580e-05,nan,,1.1580e-05,nan
5.4720e-06,-0.168,,1.1584e-05,nan,,1.1584e-05,nan
5.4740e-06,-0.172,,1.1588e-05,nan,,1.1588e-05,nan
5.4760e-06,-0.172,,1.1592e-05,nan,,1.1592e-05,nan
5.4780e-06,-0.176,,1.1596e-05,nan,,1.1596e-05,nan
5.4800e-06,-0.176,,1.1600e-05,nan,,1.1600e-05,nan
5.4820e-06,-0.18,,1.1604e-05,nan,,1.1604e-05,nan
5.4840e-06,-0.168,,1.1608e-05,nan,,1.1608e-05,nan
5.4860e-06,-0.18,,1.1612e-05,nan,,1.1612e-05,nan
5.4880e-06,-0.176,,1.1616e-05,nan,,1.1616e-05,nan
5.4900e-06,-0.18,,1.1620e-05,nan,,1.1620e-05,nan
5.4920e-06,-0.168,,1.1624e-05,nan,,1.1624e-05,nan
5.4940e-06,-0.18,,1.1628e-05,nan,,1.1628e-05,nan
5.4960e-06,-0.176,,1.1632e-05,nan,,1.1632e-05,nan
5.4980e-06,-0.18,,1.1636e-05,nan,,1.1636e-05,nan
5.5000e-06,-0.18,,1.1640e-05,nan,,1.1640e-05,nan
5.5020e-06,-0.188,,1.1644e-05,nan,,1.1644e-05,nan
5.5040e-06,-0.172,,1.1648e-05,nan,,1.1648e-05,nan
5.5060e-06,-0.172,,1.1652e-05,nan,,1.1652e-05,nan
5.5080e-06,-0.18,,1.1656e-05,nan,,1.1656e-05,nan
5.5100e-06,-0.18,,1.1660e-05,nan,,1.1660e-05,nan
5.5120e-06,-0.176,,1.1664e-05,nan,,1.1664e-05,nan
5.5140e-06,-0.176,,1.1668e-05,nan,,1.1668e-05,nan
5.5160e-06,-0.18,,1.1672e-05,nan,,1.1672e-05,nan
5.5180e-06,-0.184,,1.1676e-05,nan,,1.1676e-05,nan
5.5200e-06,-0.176,,1.1680e-05,nan,,1.1680e-05,nan
5.5220e-06,-0.18,,1.1684e-05,nan,,1.1684e-05,nan
5.5240e-06,-0.184,,1.1688e-05,nan,,1.1688e-05,nan
5.5260e-06,-0.172,,1.1692e-05,nan,,1.1692e-05,nan
5.5280e-06,-0.18,,1.1696e-05,nan,,1.1696e-05,nan
5.5300e-06,-0.18,,1.1700e-05,nan,,1.1700e-05,nan
5.5320e-06,-0.18,,1.1704e-05,nan,,1.1704e-05,nan
5.5340e-06,-0.172,,1.1708e-05,nan,,1.1708e-05,nan
5.5360e-06,-0.176,,1.1712e-05,nan,,1.1712e-05,nan
5.5380e-06,-0.18,,1.1716e-05,nan,,1.1716e-05,nan
5.5400e-06,-0.176,,1.1720e-05,nan,,1.1720e-05,nan
5.5420e-06,-0.176,,1.1724e-05,nan,,1.1724e-05,nan
5.5440e-06,-0.168,,1.1728e-05,nan,,1.1728e-05,nan
5.5460e-06,-0.176,,1.1732e-05,nan,,1.1732e-05,nan
5.5480e-06,-0.176,,1.1736e-05,nan,,1.1736e-05,nan
5.5500e-06,-0.188,,1.1740e-05,nan,,1.1740e-05,nan
5.5520e-06,-0.18,,1.1744e-05,nan,,1.1744e-05,nan
5.5540e-06,-0.172,,1.1748e-05,nan,,1.1748e-05,nan
5.5560e-06,-0.168,,1.1752e-05,nan,,1.1752e-05,nan
5.5580e-06,-0.168,,1.1756e-05,nan,,1.1756e-05,nan
5.5600e-06,-0.18,,1.1760e-05,nan,,1.1760e-05,nan
5.5620e-06,-0.188,,1.1764e-05,nan,,1.1764e-05,nan
5.5640e-06,-0.18,,1.1768e-05,nan,,1.1768e-05,nan
5.5660e-06,-0.18,,1.1772e-05,nan,,1.1772e-05,nan
5.5680e-06,-0.18,,1.1776e-05,nan,,1.1776e-05,nan
5.5700e-06,-0.172,,1.1780e-05,nan,,1.1780e-05,nan
5.5720e-06,-0.172,,1.1784e-05,nan,,1.1784e-05,nan
5.5740e-06,-0.176,,1.1788e-05,nan,,1.1788e-05,nan
5.5760e-06,-0.172,,1.1792e-05,nan,,1.1792e-05,nan
5.5780e-06,-0.18,,1.1796e-05,nan,,1.1796e-05,nan
5.5800e-06,-0.176,,1.1800e-05,nan,,1.1800e-05,nan
5.5820e-06,-0.18,,1.1804e-05,nan,,1.1804e-05,nan
5.5840e-06,-0.176,,1.1808e-05,nan,,1.1808e-05,nan
5.5860e-06,-0.176,,1.1812e-05,nan,,1.1812e-05,nan
5.5880e-06,-0.172,,1.1816e-05,nan,,1.1816e-05,nan
5.5900e-06,-0.176,,1.1820e-05,nan,,1.1820e-05,nan
5.5920e-06,-0.176,,1.1824e-05,nan,,1.1824e-05,nan
5.5940e-06,-0.18,,1.1828e-05,nan,,1.1828e-05,nan
5.5960e-06,-0.188,,1.1832e-05,nan,,1.1832e-05,nan
5.5980e-06,-0.184,,1.1836e-05,nan,,1.1836e-05,nan
5.6000e-06,-0.176,,1.1840e-05,nan,,1.1840e-05,nan
5.6020e-06,-0.176,,1.1844e-05,nan,,1.1844e-05,nan
5.6040e-06,-0.172,,1.1848e-05,nan,,1.1848e-05,nan
5.6060e-06,-0.18,,1.1852e-05,nan,,1.1852e-05,nan
5.6080e-06,-0.18,,1.1856e-05,nan,,1.1856e-05,nan
5.6100e-06,-0.18,,1.1860e-05,nan,,1.1860e-05,nan
5.6120e-06,-0.176,,1.1864e-05,nan,,1.1864e-05,nan
5.6140e-06,-0.172,,1.1868e-05,nan,,1.1868e-05,nan
5.6160e-06,-0.18,,1.1872e-05,nan,,1.1872e-05,nan
5.6180e-06,-0.18,,1.1876e-05,nan,,1.1876e-05,nan
5.6200e-06,-0.18,,1.1880e-05,nan,,1.1880e-05,nan
5.6220e-06,-0.176,,1.1884e-05,nan,,1.1884e-05,nan
5.6240e-06,-0.172,,1.1888e-05,nan,,1.1888e-05,nan
5.6260e-06,-0.176,,1.1892e-05,nan,,1.1892e-05,nan
5.6280e-06,-0.184,,1.1896e-05,nan,,1.1896e-05,nan
5.6300e-06,-0.18,,1.1900e-05,nan,,1.1900e-05,nan
5.6320e-06,-0.172,,1.1904e-05,nan,,1.1904e-05,nan
5.6340e-06,-0.176,,1.1908e-05,nan,,1.1908e-05,nan
5.6360e-06,-0.18,,1.1912e-05,nan,,1.1912e-05,nan
5.6380e-06,-0.18,,1.1916e-05,nan,,1.1916e-05,nan
5.6400e-06,-0.184,,1.1920e-05,nan,,1.1920e-05,nan
5.6420e-06,-0.18,,1.1924e-05,nan,,1.1924e-05,nan
5.6440e-06,-0.18,,1.1928e-05,nan,,1.1928e-05,nan
5.6460e-06,-0.18,,1.1932e-05,nan,,1.1932e-05,nan
5.6480e-06,-0.176,,1.1936e-05,nan,,1.1936e-05,nan
5.6500e-06,-0.176,,1.1940e-05,nan,,1.1940e-05,nan
5.6520e-06,-0.176,,1.1944e-05,nan,,1.1944e-05,nan
5.6540e-06,-0.184,,1.1948e-05,nan,,1.1948e-05,nan
5.6560e-06,-0.176,,1.1952e-05,nan,,1.1952e-05,nan
5.6580e-06,-0.172,,1.1956e-05,nan,,1.1956e-05,nan
5.6600e-06,-0.172,,1.1960e-05,nan,,1.1960e-05,nan
5.6620e-06,-0.18,,1.1964e-05,nan,,1.1964e-05,nan
5.6640e-06,-0.172,,1.1968e-05,nan,,1.1968e-05,nan
5.6660e-06,-0.172,,1.1972e-05,nan,,1.1972e-05,nan
5.6680e-06,-0.168,,1.1976e-05,nan,,1.1976e-05,nan
5.6700e-06,-0.176,,1.1980e-05,nan,,1.1980e-05,nan
5.6720e-06,-0.176,,1.1984e-05,nan,,1.1984e-05,nan
5.6740e-06,-0.176,,1.1988e-05,nan,,1.1988e-05,nan
5.6760e-06,-0.176,,1.1992e-05,nan,,1.1992e-05,nan
5.6780e-06,-0.18,,1.1996e-05,nan,,1.1996e-05,nan
5.6800e-06,-0.18,,1.2000e-05,nan,,1.2000e-05,nan
5.6820e-06,-0.18,,1.2004e-05,nan,,1.2004e-05,nan
5.6840e-06,-0.164,,1.2008e-05,nan,,1.2008e-05,nan
5.6860e-06,-0.176,,1.2012e-05,nan,,1.2012e-05,nan
5.6880e-06,-0.172,,1.2016e-05,nan,,1.2016e-05,nan
5.6900e-06,-0.176,,1.2020e-05,nan,,1.2020e-05,nan
5.6920e-06,-0.172,,1.2024e-05,nan,,1.2024e-05,nan
5.6940e-06,-0.172,,1.2028e-05,nan,,1.2028e-05,nan
5.6960e-06,-0.18,,1.2032e-05,nan,,1.2032e-05,nan
5.6980e-06,-0.172,,1.2036e-05,nan,,1.2036e-05,nan
5.7000e-06,-0.18,,1.2040e-05,nan,,1.2040e-05,nan
5.7020e-06,-0.176,,1.2044e-05,nan,,1.2044e-05,nan
5.7040e-06,-0.172,,1.2048e-05,nan,,1.2048e-05,nan
5.7060e-06,-0.168,,1.2052e-05,nan,,1.2052e-05,nan
5.7080e-06,-0.168,,1.2056e-05,nan,,1.2056e-05,nan
5.7100e-06,-0.176,,1.2060e-05,nan,,1.2060e-05,nan
5.7120e-06,-0.172,,1.2064e-05,nan,,1.2064e-05,nan
5.7140e-06,-0.18,,1.2068e-05,nan,,1.2068e-05,nan
5.7160e-06,-0.168,,1.2072e-05,nan,,1.2072e-05,nan
5.7180e-06,-0.18,,1.2076e-05,nan,,1.2076e-05,nan
5.7200e-06,-0.172,,1.2080e-05,nan,,1.2080e-05,nan
5.7220e-06,-0.18,,1.2084e-05,nan,,1.2084e-05,nan
5.7240e-06,-0.176,,1.2088e-05,nan,,1.2088e-05,nan
5.7260e-06,-0.176,,1.2092e-05,nan,,1.2092e-05,nan
5.7280e-06,-0.18,,1.2096e-05,nan,,1.2096e-05,nan
5.7300e-06,-0.18,,1.2100e-05,nan,,1.2100e-05,nan
5.7320e-06,-0.168,,1.2104e-05,nan,,1.2104e-05,nan
5.7340e-06,-0.172,,1.2108e-05,nan,,1.2108e-05,nan
5.7360e-06,-0.18,,1.2112e-05,nan,,1.2112e-05,nan
5.7380e-06,-0.176,,1.2116e-05,nan,,1.2116e-05,nan
5.7400e-06,-0.172,,1.2120e-05,nan,,1.2120e-05,nan
5.7420e-06,-0.176,,1.2124e-05,nan,,1.2124e-05,nan
5.7440e-06,-0.18,,1.2128e-05,nan,,1.2128e-05,nan
5.7460e-06,-0.176,,1.2132e-05,nan,,1.2132e-05,nan
5.7480e-06,-0.176,,1.2136e-05,nan,,1.2136e-05,nan
5.7500e-06,-0.168,,1.2140e-05,nan,,1.2140e-05,nan
5.7520e-06,-0.176,,1.2144e-05,nan,,1.2144e-05,nan
5.7540e-06,-0.168,,1.2148e-05,nan,,1.2148e-05,nan
5.7560e-06,-0.172,,1.2152e-05,nan,,1.2152e-05,nan
5.7580e-06,-0.172,,1.2156e-05,nan,,1.2156e-05,nan
5.7600e-06,-0.18,,1.2160e-05,nan,,1.2160e-05,nan
5.7620e-06,-0.172,,1.2164e-05,nan,,1.2164e-05,nan
5.7640e-06,-0.184,,1.2168e-05,nan,,1.2168e-05,nan
5.7660e-06,-0.172,,1.2172e-05,nan,,1.2172e-05,nan
5.7680e-06,-0.176,,1.2176e-05,nan,,1.2176e-05,nan
5.7700e-06,-0.176,,1.2180e-05,nan,,1.2180e-05,nan
5.7720e-06,-0.172,,1.2184e-05,nan,,1.2184e-05,nan
5.7740e-06,-0.18,,1.2188e-05,nan,,1.2188e-05,nan
5.7760e-06,-0.168,,1.2192e-05,nan,,1.2192e-05,nan
5.7780e-06,-0.18,,1.2196e-05,nan,,1.2196e-05,nan
5.7800e-06,-0.176,,1.2200e-05,nan,,1.2200e-05,nan
5.7820e-06,-0.172,,1.2204e-05,nan,,1.2204e-05,nan
5.7840e-06,-0.164,,1.2208e-05,nan,,1.2208e-05,nan
5.7860e-06,-0.18,,1.2212e-05,nan,,1.2212e-05,nan
5.7880e-06,-0.18,,1.2216e-05,nan,,1.2216e-05,nan
5.7900e-06,-0.18,,1.2220e-05,nan,,1.2220e-05,nan
5.7920e-06,-0.176,,1.2224e-05,nan,,1.2224e-05,nan
5.7940e-06,-0.176,,1.2228e-05,nan,,1.2228e-05,nan
5.7960e-06,-0.18,,1.2232e-05,nan,,1.2232e-05,nan
5.7980e-06,-0.18,,1.2236e-05,nan,,1.2236e-05,nan
5.8000e-06,-0.176,,1.2240e-05,nan,,1.2240e-05,nan
5.8020e-06,-0.172,,1.2244e-05,nan,,1.2244e-05,nan
5.8040e-06,-0.164,,1.2248e-05,nan,,1.2248e-05,nan
5.8060e-06,-0.176,,1.2252e-05,nan,,1.2252e-05,nan
