Model,DPO4034
Firmware Version,2.68

Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Point Format,Y,,Point Format,Y,,Point Format,Y
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Horizontal Scale,2e-06,,Horizontal Scale,4e-06,,Horizontal Scale,4e-06
Horizontal Delay,-3.2e-07,,Horizontal Delay,0,,Horizontal Delay,0
Sample Interval,2e-09,,Sample Interval,4e-09,,Sample Interval,4e-09
Record Length,10000,,Record Length,10000,,Record Length,10000
Gating,0.0% to 100.0%,,Gating,0.0% to 100.0%,,Gating,0.0% to 100.0%
Probe Attenuation,1,,Probe Attenuation,1,,Probe Attenuation,1
Vertical Units,V,,Vertical Units,V,,Vertical Units,V
Vertical Offset,0,,Vertical Offset,0,,Vertical Offset,0
Vertical Scale,0.1,,Vertical Scale,0.1,,Vertical Scale,0.1
Vertical Position,-0.8,,Vertical Position,0,,Vertical Position,0
,,,,,,,
,,,,,,,
,,,,,,,
Label,,,Label,,,Label,
TIME,CH1,,TIME,REF2,,TIME,REF4
-5.4820e-06,0.188,,-1.0324e-05,nan,,-1.0324e-05,nan
-5.4800e-06,0.176,,-1.0320e-05,nan,,-1.0320e-05,nan
-5.4780e-06,0.188,,-1.0316e-05,nan,,-1.0316e-05,nan
-5.4760e-06,0.184,,-1.0312e-05,nan,,-1.0312e-05,nan
-5.4740e-06,0.192,,-1.0308e-05,nan,,-1.0308e-05,nan
-5.4720e-06,0.192,,-1.0304e-05,nan,,-1.0304e-05,nan
-5.4700e-06,0.18,,-1.0300e-05,nan,,-1.0300e-05,nan
-5.4680e-06,0.18,,-1.0296e-05,nan,,-1.0296e-05,nan
-5.4660e-06,0.192,,-1.0292e-05,nan,,-1.0292e-05,nan
-5.4640e-06,0.184,,-1.0288e-05,nan,,-1.0288e-05,nan
-5.4620e-06,0.192,,-1.0284e-05,nan,,-1.0284e-05,nan
-5.4600e-06,0.192,,-1.0280e-05,nan,,-1.0280e-05,nan
-5.4580e-06,0.18,,-1.0276e-05,nan,,-1.0276e-05,nan
-5.4560e-06,0.18,,-1.0272e-05,nan,,-1.0272e-05,nan
-5.4540e-06,0.184,,-1.0268e-05,nan,,-1.0268e-05,nan
-5.4520e-06,0.18,,-1.0264e-05,nan,,-1.0264e-05,nan
-5.4500e-06,0.188,,-1.0260e-05,nan,,-1.0260e-05,nan
-5.4480e-06,0.176,,-1.0256e-05,nan,,-1.0256e-05,nan
-5.4460e-06,0.188,,-1.0252e-05,nan,,-1.0252e-05,nan
-5.4440e-06,0.184,,-1.0248e-05,nan,,-1.0248e-05,nan
-5.4420e-06,0.18,,-1.0244e-05,nan,,-1.0244e-05,nan
-5.4400e-06,0.184,,-1.0240e-05,nan,,-1.0240e-05,nan
-5.4380e-06,0.188,,-1.0236e-05,nan,,-1.0236e-05,nan
-5.4360e-06,0.184,,-1.0232e-05,nan,,-1.0232e-05,nan
-5.4340e-06,0.176,,-1.0228e-05,nan,,-1.0228e-05,nan
-5.4320e-06,0.192,,-1.0224e-05,nan,,-1.0224e-05,nan
-5.4300e-06,0.204,,-1.0220e-05,nan,,-1.0220e-05,nan
-5.4280e-06,0.188,,-1.0216e-05,nan,,-1.0216e-05,nan
-5.4260e-06,0.184,,-1.0212e-05,nan,,-1.0212e-05,nan
-5.4240e-06,0.196,,-1.0208e-05,nan,,-1.0208e-05,nan
-5.4220e-06,0.184,,-1.0204e-05,nan,,-1.0204e-05,nan
-5.4200e-06,0.184,,-1.0200e-05,nan,,-1.0200e-05,nan
-5.4180e-06,0.184,,-1.0196e-05,nan,,-1.0196e-05,nan
-5.4160e-06,0.184,,-1.0192e-05,nan,,-1.0192e-05,nan
-5.4140e-06,0.184,,-1.0188e-05,nan,,-1.0188e-05,nan
-5.4120e-06,0.192,,-1.0184e-05,nan,,-1.0184e-05,nan
-5.4100e-06,0.192,,-1.0180e-05,nan,,-1.0180e-05,nan
-5.4080e-06,0.184,,-1.0176e-05,nan,,-1.0176e-05,nan
-5.4060e-06,0.188,,-1.0172e-05,nan,,-1.0172e-05,nan
-5.4040e-06,0.184,,-1.0168e-05,nan,,-1.0168e-05,nan
-5.4020e-06,0.188,,-1.0164e-05,nan,,-1.0164e-05,nan
-5.4000e-06,0.184,,-1.0160e-05,nan,,-1.0160e-05,nan
-5.3980e-06,0.196,,-1.0156e-05,nan,,-1.0156e-05,nan
-5.3960e-06,0.184,,-1.0152e-05,nan,,-1.0152e-05,nan
-5.3940e-06,0.192,,-1.0148e-05,nan,,-1.0148e-05,nan
-5.3920e-06,0.176,,-1.0144e-05,nan,,-1.0144e-05,nan
-5.3900e-06,0.184,,-1.0140e-05,nan,,-1.0140e-05,nan
-5.3880e-06,0.192,,-1.0136e-05,nan,,-1.0136e-05,nan
-5.3860e-06,0.188,,-1.0132e-05,nan,,-1.0132e-05,nan
-5.3840e-06,0.184,,-1.0128e-05,nan,,-1.0128e-05,nan
-5.3820e-06,0.192,,-1.0124e-05,nan,,-1.0124e-05,nan
-5.3800e-06,0.18,,-1.0120e-05,nan,,-1.0120e-05,nan
-5.3780e-06,0.184,,-1.0116e-05,nan,,-1.0116e-05,nan
-5.3760e-06,0.18,,-1.0112e-05,nan,,-1.0112e-05,nan
-5.3740e-06,0.172,,-1.0108e-05,nan,,-1.0108e-05,nan
-5.3720e-06,0.18,,-1.0104e-05,nan,,-1.0104e-05,nan
-5.3700e-06,0.192,,-1.0100e-05,nan,,-1.0100e-05,nan
-5.3680e-06,0.18,,-1.0096e-05,nan,,-1.0096e-05,nan
-5.3660e-06,0.184,,-1.0092e-05,nan,,-1.0092e-05,nan
-5.3640e-06,0.196,,-1.0088e-05,nan,,-1.0088e-05,nan
-5.3620e-06,0.18,,-1.0084e-05,nan,,-1.0084e-05,nan
-5.3600e-06,0.184,,-1.0080e-05,nan,,-1.0080e-05,nan
-5.3580e-06,0.184,,-1.0076e-05,nan,,-1.0076e-05,nan
-5.3560e-06,0.184,,-1.0072e-05,nan,,-1.0072e-05,nan
-5.3540e-06,0.184,,-1.0068e-05,nan,,-1.0068e-05,nan
-5.3520e-06,0.196,,-1.0064e-05,nan,,-1.0064e-05,nan
-5.3500e-06,0.184,,-1.0060e-05,nan,,-1.0060e-05,nan
-5.3480e-06,0.192,,-1.0056e-05,nan,,-1.0056e-05,nan
-5.3460e-06,0.18,,-1.0052e-05,nan,,-1.0052e-05,nan
-5.3440e-06,0.192,,-1.0048e-05,nan,,-1.0048e-05,nan
-5.3420e-06,0.192,,-1.0044e-05,nan,,-1.0044e-05,nan
-5.3400e-06,0.18,,-1.0040e-05,nan,,-1.0040e-05,nan
-5.3380e-06,0.188,,-1.0036e-05,nan,,-1.0036e-05,nan
-5.3360e-06,0.172,,-1.0032e-05,nan,,-1.0032e-05,nan
-5.3340e-06,0.192,,-1.0028e-05,nan,,-1.0028e-05,nan
-5.3320e-06,0.184,,-1.0024e-05,nan,,-1.0024e-05,nan
-5.3300e-06,0.188,,-1.0020e-05,nan,,-1.0020e-05,nan
-5.3280e-06,0.184,,-1.0016e-05,nan,,-1.0016e-05,nan
-5.3260e-06,0.18,,-1.0012e-05,nan,,-1.0012e-05,nan
-5.3240e-06,0.184,,-1.0008e-05,nan,,-1.0008e-05,nan
-5.3220e-06,0.18,,-1.0004e-05,nan,,-1.0004e-05,nan
-5.3200e-06,0.184,,-1.0000e-05,nan,,-1.0000e-05,nan
-5.3180e-06,0.176,,-9.9960e-06,nan,,-9.9960e-06,nan
-5.3160e-06,0.192,,-9.9920e-06,nan,,-9.9920e-06,nan
-5.3140e-06,0.184,,-9.9880e-06,nan,,-9.9880e-06,nan
-5.3120e-06,0.176,,-9.9840e-06,nan,,-9.9840e-06,nan
-5.3100e-06,0.196,,-9.9800e-06,nan,,-9.9800e-06,nan
-5.3080e-06,0.184,,-9.9760e-06,nan,,-9.9760e-06,nan
-5.3060e-06,0.184,,-9.9720e-06,nan,,-9.9720e-06,nan
-5.3040e-06,0.18,,-9.9680e-06,nan,,-9.9680e-06,nan
-5.3020e-06,0.188,,-9.9640e-06,nan,,-9.9640e-06,nan
-5.3000e-06,0.184,,-9.9600e-06,nan,,-9.9600e-06,nan
-5.2980e-06,0.188,,-9.9560e-06,nan,,-9.9560e-06,nan
-5.2960e-06,0.184,,-9.9520e-06,nan,,-9.9520e-06,nan
-5.2940e-06,0.188,,-9.9480e-06,nan,,-9.9480e-06,nan
-5.2920e-06,0.184,,-9.9440e-06,nan,,-9.9440e-06,nan
-5.2900e-06,0.184,,-9.9400e-06,nan,,-9.9400e-06,nan
-5.2880e-06,0.184,,-9.9360e-06,nan,,-9.9360e-06,nan
-5.2860e-06,0.188,,-9.9320e-06,nan,,-9.9320e-06,nan
-5.2840e-06,0.184,,-9.9280e-06,nan,,-9.9280e-06,nan
-5.2820e-06,0.184,,-9.9240e-06,nan,,-9.9240e-06,nan
-5.2800e-06,0.184,,-9.9200e-06,nan,,-9.9200e-06,nan
-5.2780e-06,0.184,,-9.9160e-06,nan,,-9.9160e-06,nan
-5.2760e-06,0.188,,-9.9120e-06,nan,,-9.9120e-06,nan
-5.2740e-06,0.192,,-9.9080e-06,nan,,-9.9080e-06,nan
-5.2720e-06,0.188,,-9.9040e-06,nan,,-9.9040e-06,nan
-5.2700e-06,0.184,,-9.9000e-06,nan,,-9.9000e-06,nan
-5.2680e-06,0.188,,-9.8960e-06,nan,,-9.8960e-06,nan
-5.2660e-06,0.196,,-9.8920e-06,nan,,-9.8920e-06,nan
-5.2640e-06,0.18,,-9.8880e-06,nan,,-9.8880e-06,nan
-5.2620e-06,0.188,,-9.8840e-06,nan,,-9.8840e-06,nan
-5.2600e-06,0.184,,-9.8800e-06,nan,,-9.8800e-06,nan
-5.2580e-06,0.192,,-9.8760e-06,nan,,-9.8760e-06,nan
-5.2560e-06,0.184,,-9.8720e-06,nan,,-9.8720e-06,nan
-5.2540e-06,0.184,,-9.8680e-06,nan,,-9.8680e-06,nan
-5.2520e-06,0.184,,-9.8640e-06,nan,,-9.8640e-06,nan
-5.2500e-06,0.192,,-9.8600e-06,nan,,-9.8600e-06,nan
-5.2480e-06,0.184,,-9.8560e-06,nan,,-9.8560e-06,nan
-5.2460e-06,0.184,,-9.8520e-06,nan,,-9.8520e-06,nan
-5.2440e-06,0.188,,-9.8480e-06,nan,,-9.8480e-06,nan
-5.2420e-06,0.18,,-9.8440e-06,nan,,-9.8440e-06,nan
-5.2400e-06,0.184,,-9.8400e-06,nan,,-9.8400e-06,nan
-5.2380e-06,0.184,,-9.8360e-06,nan,,-9.8360e-06,nan
-5.2360e-06,0.184,,-9.8320e-06,nan,,-9.8320e-06,nan
-5.2340e-06,0.184,,-9.8280e-06,nan,,-9.8280e-06,nan
-5.2320e-06,0.18,,-9.8240e-06,nan,,-9.8240e-06,nan
-5.2300e-06,0.184,,-9.8200e-06,nan,,-9.8200e-06,nan
-5.2280e-06,0.184,,-9.8160e-06,nan,,-9.8160e-06,nan
-5.2260e-06,0.192,,-9.8120e-06,nan,,-9.8120e-06,nan
-5.2240e-06,0.192,,-9.8080e-06,nan,,-9.8080e-06,nan
-5.2220e-06,0.192,,-9.8040e-06,nan,,-9.8040e-06,nan
-5.2200e-06,0.196,,-9.8000e-06,nan,,-9.8000e-06,nan
-5.2180e-06,0.196,,-9.7960e-06,nan,,-9.7960e-06,nan
-5.2160e-06,0.184,,-9.7920e-06,nan,,-9.7920e-06,nan
-5.2140e-06,0.188,,-9.7880e-06,nan,,-9.7880e-06,nan
-5.2120e-06,0.188,,-9.7840e-06,nan,,-9.7840e-06,nan
-5.2100e-06,0.196,,-9.7800e-06,nan,,-9.7800e-06,nan
-5.2080e-06,0.192,,-9.7760e-06,nan,,-9.7760e-06,nan
-5.2060e-06,0.192,,-9.7720e-06,nan,,-9.7720e-06,nan
-5.2040e-06,0.176,,-9.7680e-06,nan,,-9.7680e-06,nan
-5.2020e-06,0.184,,-9.7640e-06,nan,,-9.7640e-06,nan
-5.2000e-06,0.176,,-9.7600e-06,nan,,-9.7600e-06,nan
-5.1980e-06,0.196,,-9.7560e-06,nan,,-9.7560e-06,nan
-5.1960e-06,0.192,,-9.7520e-06,nan,,-9.7520e-06,nan
-5.1940e-06,0.188,,-9.7480e-06,nan,,-9.7480e-06,nan
-5.1920e-06,0.188,,-9.7440e-06,nan,,-9.7440e-06,nan
-5.1900e-06,0.18,,-9.7400e-06,nan,,-9.7400e-06,nan
-5.1880e-06,0.192,,-9.7360e-06,nan,,-9.7360e-06,nan
-5.1860e-06,0.192,,-9.7320e-06,nan,,-9.7320e-06,nan
-5.1840e-06,0.192,,-9.7280e-06,nan,,-9.7280e-06,nan
-5.1820e-06,0.188,,-9.7240e-06,nan,,-9.7240e-06,nan
-5.1800e-06,0.184,,-9.7200e-06,nan,,-9.7200e-06,nan
-5.1780e-06,0.18,,-9.7160e-06,nan,,-9.7160e-06,nan
-5.1760e-06,0.184,,-9.7120e-06,nan,,-9.7120e-06,nan
-5.1740e-06,0.18,,-9.7080e-06,nan,,-9.7080e-06,nan
-5.1720e-06,0.18,,-9.7040e-06,nan,,-9.7040e-06,nan
-5.1700e-06,0.192,,-9.7000e-06,nan,,-9.7000e-06,nan
-5.1680e-06,0.184,,-9.6960e-06,nan,,-9.6960e-06,nan
-5.1660e-06,0.188,,-9.6920e-06,nan,,-9.6920e-06,nan
-5.1640e-06,0.188,,-9.6880e-06,nan,,-9.6880e-06,nan
-5.1620e-06,0.184,,-9.6840e-06,nan,,-9.6840e-06,nan
-5.1600e-06,0.196,,-9.6800e-06,nan,,-9.6800e-06,nan
-5.1580e-06,0.18,,-9.6760e-06,nan,,-9.6760e-06,nan
-5.1560e-06,0.196,,-9.6720e-06,nan,,-9.6720e-06,nan
-5.1540e-06,0.18,,-9.6680e-06,nan,,-9.6680e-06,nan
-5.1520e-06,0.188,,-9.6640e-06,nan,,-9.6640e-06,nan
-5.1500e-06,0.188,,-9.6600e-06,nan,,-9.6600e-06,nan
-5.1480e-06,0.192,,-9.6560e-06,nan,,-9.6560e-06,nan
-5.1460e-06,0.184,,-9.6520e-06,nan,,-9.6520e-06,nan
-5.1440e-06,0.184,,-9.6480e-06,nan,,-9.6480e-06,nan
-5.1420e-06,0.188,,-9.6440e-06,nan,,-9.6440e-06,nan
-5.1400e-06,0.188,,-9.6400e-06,nan,,-9.6400e-06,nan
-5.1380e-06,0.184,,-9.6360e-06,nan,,-9.6360e-06,nan
-5.1360e-06,0.184,,-9.6320e-06,nan,,-9.6320e-06,nan
-5.1340e-06,0.184,,-9.6280e-06,nan,,-9.6280e-06,nan
-5.1320e-06,0.188,,-9.6240e-06,nan,,-9.6240e-06,nan
-5.1300e-06,0.196,,-9.6200e-06,nan,,-9.6200e-06,nan
-5.1280e-06,0.176,,-9.6160e-06,nan,,-9.6160e-06,nan
-5.1260e-06,0.176,,-9.6120e-06,nan,,-9.6120e-06,nan
-5.1240e-06,0.188,,-9.6080e-06,nan,,-9.6080e-06,nan
-5.1220e-06,0.192,,-9.6040e-06,nan,,-9.6040e-06,nan
-5.1200e-06,0.196,,-9.6000e-06,nan,,-9.6000e-06,nan
-5.1180e-06,0.184,,-9.5960e-06,nan,,-9.5960e-06,nan
-5.1160e-06,0.192,,-9.5920e-06,nan,,-9.5920e-06,nan
-5.1140e-06,0.192,,-9.5880e-06,nan,,-9.5880e-06,nan
-5.1120e-06,0.184,,-9.5840e-06,nan,,-9.5840e-06,nan
-5.1100e-06,0.192,,-9.5800e-06,nan,,-9.5800e-06,nan
-5.1080e-06,0.188,,-9.5760e-06,nan,,-9.5760e-06,nan
-5.1060e-06,0.192,,-9.5720e-06,nan,,-9.5720e-06,nan
-5.1040e-06,0.18,,-9.5680e-06,nan,,-9.5680e-06,nan
-5.1020e-06,0.184,,-9.5640e-06,nan,,-9.5640e-06,nan
-5.1000e-06,0.188,,-9.5600e-06,nan,,-9.5600e-06,nan
-5.0980e-06,0.184,,-9.5560e-06,nan,,-9.5560e-06,nan
-5.0960e-06,0.188,,-9.5520e-06,nan,,-9.5520e-06,nan
-5.0940e-06,0.192,,-9.5480e-06,nan,,-9.5480e-06,nan
-5.0920e-06,0.18,,-9.5440e-06,nan,,-9.5440e-06,nan
-5.0900e-06,0.184,,-9.5400e-06,nan,,-9.5400e-06,nan
-5.0880e-06,0.188,,-9.5360e-06,nan,,-9.5360e-06,nan
-5.0860e-06,0.192,,-9.5320e-06,nan,,-9.5320e-06,nan
-5.0840e-06,0.188,,-9.5280e-06,nan,,-9.5280e-06,nan
-5.0820e-06,0.184,,-9.5240e-06,nan,,-9.5240e-06,nan
-5.0800e-06,0.192,,-9.5200e-06,nan,,-9.5200e-06,nan
-5.0780e-06,0.196,,-9.5160e-06,nan,,-9.5160e-06,nan
-5.0760e-06,0.196,,-9.5120e-06,nan,,-9.5120e-06,nan
-5.0740e-06,0.184,,-9.5080e-06,nan,,-9.5080e-06,nan
-5.0720e-06,0.18,,-9.5040e-06,nan,,-9.5040e-06,nan
-5.0700e-06,0.188,,-9.5000e-06,nan,,-9.5000e-06,nan
-5.0680e-06,0.184,,-9.4960e-06,nan,,-9.4960e-06,nan
-5.0660e-06,0.188,,-9.4920e-06,nan,,-9.4920e-06,nan
-5.0640e-06,0.2,,-9.4880e-06,nan,,-9.4880e-06,nan
-5.0620e-06,0.192,,-9.4840e-06,nan,,-9.4840e-06,nan
-5.0600e-06,0.188,,-9.4800e-06,nan,,-9.4800e-06,nan
-5.0580e-06,0.196,,-9.4760e-06,nan,,-9.4760e-06,nan
-5.0560e-06,0.184,,-9.4720e-06,nan,,-9.4720e-06,nan
-5.0540e-06,0.196,,-9.4680e-06,nan,,-9.4680e-06,nan
-5.0520e-06,0.184,,-9.4640e-06,nan,,-9.4640e-06,nan
-5.0500e-06,0.188,,-9.4600e-06,nan,,-9.4600e-06,nan
-5.0480e-06,0.184,,-9.4560e-06,nan,,-9.4560e-06,nan
-5.0460e-06,0.188,,-9.4520e-06,nan,,-9.4520e-06,nan
-5.0440e-06,0.192,,-9.4480e-06,nan,,-9.4480e-06,nan
-5.0420e-06,0.196,,-9.4440e-06,nan,,-9.4440e-06,nan
-5.0400e-06,0.188,,-9.4400e-06,nan,,-9.4400e-06,nan
-5.0380e-06,0.196,,-9.4360e-06,nan,,-9.4360e-06,nan
-5.0360e-06,0.188,,-9.4320e-06,nan,,-9.4320e-06,nan
-5.0340e-06,0.188,,-9.4280e-06,nan,,-9.4280e-06,nan
-5.0320e-06,0.184,,-9.4240e-06,nan,,-9.4240e-06,nan
-5.0300e-06,0.192,,-9.4200e-06,nan,,-9.4200e-06,nan
-5.0280e-06,0.184,,-9.4160e-06,nan,,-9.4160e-06,nan
-5.0260e-06,0.192,,-9.4120e-06,nan,,-9.4120e-06,nan
-5.0240e-06,0.184,,-9.4080e-06,nan,,-9.4080e-06,nan
-5.0220e-06,0.184,,-9.4040e-06,nan,,-9.4040e-06,nan
-5.0200e-06,0.184,,-9.4000e-06,nan,,-9.4000e-06,nan
-5.0180e-06,0.188,,-9.3960e-06,nan,,-9.3960e-06,nan
-5.0160e-06,0.192,,-9.3920e-06,nan,,-9.3920e-06,nan
-5.0140e-06,0.192,,-9.3880e-06,nan,,-9.3880e-06,nan
-5.0120e-06,0.176,,-9.3840e-06,nan,,-9.3840e-06,nan
-5.0100e-06,0.184,,-9.3800e-06,nan,,-9.3800e-06,nan
-5.0080e-06,0.184,,-9.3760e-06,nan,,-9.3760e-06,nan
-5.0060e-06,0.192,,-9.3720e-06,nan,,-9.3720e-06,nan
-5.0040e-06,0.192,,-9.3680e-06,nan,,-9.3680e-06,nan
-5.0020e-06,0.192,,-9.3640e-06,nan,,-9.3640e-06,nan
-5.0000e-06,0.188,,-9.3600e-06,nan,,-9.3600e-06,nan
-4.9980e-06,0.184,,-9.3560e-06,nan,,-9.3560e-06,nan
-4.9960e-06,0.188,,-9.3520e-06,nan,,-9.3520e-06,nan
-4.9940e-06,0.192,,-9.3480e-06,nan,,-9.3480e-06,nan
-4.9920e-06,0.192,,-9.3440e-06,nan,,-9.3440e-06,nan
-4.9900e-06,0.188,,-9.3400e-06,nan,,-9.3400e-06,nan
-4.9880e-06,0.184,,-9.3360e-06,nan,,-9.3360e-06,nan
-4.9860e-06,0.18,,-9.3320e-06,nan,,-9.3320e-06,nan
-4.9840e-06,0.184,,-9.3280e-06,nan,,-9.3280e-06,nan
-4.9820e-06,0.188,,-9.3240e-06,nan,,-9.3240e-06,nan
-4.9800e-06,0.188,,-9.3200e-06,nan,,-9.3200e-06,nan
-4.9780e-06,0.192,,-9.3160e-06,nan,,-9.3160e-06,nan
-4.9760e-06,0.18,,-9.3120e-06,nan,,-9.3120e-06,nan
-4.9740e-06,0.192,,-9.3080e-06,nan,,-9.3080e-06,nan
-4.9720e-06,0.172,,-9.3040e-06,nan,,-9.3040e-06,nan
-4.9700e-06,0.196,,-9.3000e-06,nan,,-9.3000e-06,nan
-4.9680e-06,0.192,,-9.2960e-06,nan,,-9.2960e-06,nan
-4.9660e-06,0.18,,-9.2920e-06,nan,,-9.2920e-06,nan
-4.9640e-06,0.184,,-9.2880e-06,nan,,-9.2880e-06,nan
-4.9620e-06,0.196,,-9.2840e-06,nan,,-9.2840e-06,nan
-4.9600e-06,0.192,,-9.2800e-06,nan,,-9.2800e-06,nan
-4.9580e-06,0.188,,-9.2760e-06,nan,,-9.2760e-06,nan
-4.9560e-06,0.188,,-9.2720e-06,nan,,-9.2720e-06,nan
-4.9540e-06,0.184,,-9.2680e-06,nan,,-9.2680e-06,nan
-4.9520e-06,0.192,,-9.2640e-06,nan,,-9.2640e-06,nan
-4.9500e-06,0.192,,-9.2600e-06,nan,,-9.2600e-06,nan
-4.9480e-06,0.184,,-9.2560e-06,nan,,-9.2560e-06,nan
-4.9460e-06,0.192,,-9.2520e-06,nan,,-9.2520e-06,nan
-4.9440e-06,0.18,,-9.2480e-06,nan,,-9.2480e-06,nan
-4.9420e-06,0.196,,-9.2440e-06,nan,,-9.2440e-06,nan
-4.9400e-06,0.192,,-9.2400e-06,nan,,-9.2400e-06,nan
-4.9380e-06,0.188,,-9.2360e-06,nan,,-9.2360e-06,nan
-4.9360e-06,0.192,,-9.2320e-06,nan,,-9.2320e-06,nan
-4.9340e-06,0.184,,-9.2280e-06,nan,,-9.2280e-06,nan
-4.9320e-06,0.188,,-9.2240e-06,nan,,-9.2240e-06,nan
-4.9300e-06,0.196,,-9.2200e-06,nan,,-9.2200e-06,nan
-4.9280e-06,0.192,,-9.2160e-06,nan,,-9.2160e-06,nan
-4.9260e-06,0.184,,-9.2120e-06,nan,,-9.2120e-06,nan
-4.9240e-06,0.184,,-9.2080e-06,nan,,-9.2080e-06,nan
-4.9220e-06,0.192,,-9.2040e-06,nan,,-9.2040e-06,nan
-4.9200e-06,0.192,,-9.2000e-06,nan,,-9.2000e-06,nan
-4.9180e-06,0.196,,-9.1960e-06,nan,,-9.1960e-06,nan
-4.9160e-06,0.192,,-9.1920e-06,nan,,-9.1920e-06,nan
-4.9140e-06,0.188,,-9.1880e-06,nan,,-9.1880e-06,nan
-4.9120e-06,0.188,,-9.1840e-06,nan,,-9.1840e-06,nan
-4.9100e-06,0.196,,-9.1800e-06,nan,,-9.1800e-06,nan
-4.9080e-06,0.176,,-9.1760e-06,nan,,-9.1760e-06,nan
-4.9060e-06,0.192,,-9.1720e-06,nan,,-9.1720e-06,nan
-4.9040e-06,0.192,,-9.1680e-06,nan,,-9.1680e-06,nan
-4.9020e-06,0.192,,-9.1640e-06,nan,,-9.1640e-06,nan
-4.9000e-06,0.196,,-9.1600e-06,nan,,-9.1600e-06,nan
-4.8980e-06,0.18,,-9.1560e-06,nan,,-9.1560e-06,nan
-4.8960e-06,0.184,,-9.1520e-06,nan,,-9.1520e-06,nan
-4.8940e-06,0.192,,-9.1480e-06,nan,,-9.1480e-06,nan
-4.8920e-06,0.192,,-9.1440e-06,nan,,-9.1440e-06,nan
-4.8900e-06,0.184,,-9.1400e-06,nan,,-9.1400e-06,nan
-4.8880e-06,0.196,,-9.1360e-06,nan,,-9.1360e-06,nan
-4.8860e-06,0.184,,-9.1320e-06,nan,,-9.1320e-06,nan
-4.8840e-06,0.188,,-9.1280e-06,nan,,-9.1280e-06,nan
-4.8820e-06,0.184,,-9.1240e-06,nan,,-9.1240e-06,nan
-4.8800e-06,0.192,,-9.1200e-06,nan,,-9.1200e-06,nan
-4.8780e-06,0.188,,-9.1160e-06,nan,,-9.1160e-06,nan
-4.8760e-06,0.184,,-9.1120e-06,nan,,-9.1120e-06,nan
-4.8740e-06,0.192,,-9.1080e-06,nan,,-9.1080e-06,nan
-4.8720e-06,0.196,,-9.1040e-06,nan,,-9.1040e-06,nan
-4.8700e-06,0.196,,-9.1000e-06,nan,,-9.1000e-06,nan
-4.8680e-06,0.188,,-9.0960e-06,nan,,-9.0960e-06,nan
-4.8660e-06,0.184,,-9.0920e-06,nan,,-9.0920e-06,nan
-4.8640e-06,0.176,,-9.0880e-06,nan,,-9.0880e-06,nan
-4.8620e-06,0.2,,-9.0840e-06,nan,,-9.0840e-06,nan
-4.8600e-06,0.192,,-9.0800e-06,nan,,-9.0800e-06,nan
-4.8580e-06,0.192,,-9.0760e-06,nan,,-9.0760e-06,nan
-4.8560e-06,0.188,,-9.0720e-06,nan,,-9.0720e-06,nan
-4.8540e-06,0.188,,-9.0680e-06,nan,,-9.0680e-06,nan
-4.8520e-06,0.196,,-9.0640e-06,nan,,-9.0640e-06,nan
-4.8500e-06,0.188,,-9.0600e-06,nan,,-9.0600e-06,nan
-4.8480e-06,0.192,,-9.0560e-06,nan,,-9.0560e-06,nan
-4.8460e-06,0.184,,-9.0520e-06,nan,,-9.0520e-06,nan
-4.8440e-06,0.192,,-9.0480e-06,nan,,-9.0480e-06,nan
-4.8420e-06,0.184,,-9.0440e-06,nan,,-9.0440e-06,nan
-4.8400e-06,0.184,,-9.0400e-06,nan,,-9.0400e-06,nan
-4.8380e-06,0.188,,-9.0360e-06,nan,,-9.0360e-06,nan
-4.8360e-06,0.184,,-9.0320e-06,nan,,-9.0320e-06,nan
-4.8340e-06,0.184,,-9.0280e-06,nan,,-9.0280e-06,nan
-4.8320e-06,0.196,,-9.0240e-06,nan,,-9.0240e-06,nan
-4.8300e-06,0.188,,-9.0200e-06,nan,,-9.0200e-06,nan
-4.8280e-06,0.192,,-9.0160e-06,nan,,-9.0160e-06,nan
-4.8260e-06,0.2,,-9.0120e-06,nan,,-9.0120e-06,nan
-4.8240e-06,0.188,,-9.0080e-06,nan,,-9.0080e-06,nan
-4.8220e-06,0.184,,-9.0040e-06,nan,,-9.0040e-06,nan
-4.8200e-06,0.188,,-9.0000e-06,nan,,-9.0000e-06,nan
-4.8180e-06,0.184,,-8.9960e-06,nan,,-8.9960e-06,nan
-4.8160e-06,0.192,,-8.9920e-06,nan,,-8.9920e-06,nan
-4.8140e-06,0.196,,-8.9880e-06,nan,,-8.9880e-06,nan
-4.8120e-06,0.18,,-8.9840e-06,nan,,-8.9840e-06,nan
-4.8100e-06,0.184,,-8.9800e-06,nan,,-8.9800e-06,nan
-4.8080e-06,0.188,,-8.9760e-06,nan,,-8.9760e-06,nan
-4.8060e-06,0.192,,-8.9720e-06,nan,,-8.9720e-06,nan
-4.8040e-06,0.184,,-8.9680e-06,nan,,-8.9680e-06,nan
-4.8020e-06,0.192,,-8.9640e-06,nan,,-8.9640e-06,nan
-4.8000e-06,0.188,,-8.9600e-06,nan,,-8.9600e-06,nan
-4.7980e-06,0.192,,-8.9560e-06,nan,,-8.9560e-06,nan
-4.7960e-06,0.192,,-8.9520e-06,nan,,-8.9520e-06,nan
-4.7940e-06,0.196,,-8.9480e-06,nan,,-8.9480e-06,nan
